Trade number,Type,Date and time,Signal,Price USD,Size (qty),Size (value),Net PnL USD,Net PnL %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative PnL USD,Cumulative PnL %
1,Exit short,2025-08-01 07:45,Long,23126,1,463720,1200,0.26,3090,0.67,-340,-0.07,1200,0.12
1,Entry short,2025-08-01 03:15,Short,23186,1,463720,1200,0.26,3090,0.67,-340,-0.07,1200,0.12
2,Exit long,2025-08-01 09:30,Long X,22959.5,1,462520,-3330,-0.72,830,0.18,-3330,-0.72,-2130,-0.21
2,Entry long,2025-08-01 07:45,Long,23126,1,462520,-3330,-0.72,830,0.18,-3330,-0.72,-2130,-0.21
3,Exit short,2025-08-01 12:15,Long,23008.25,1,458395,-1770,-0.39,2395,0.52,-2515,-0.55,-3900,-0.39
3,Entry short,2025-08-01 09:30,Short,22919.75,1,458395,-1770,-0.39,2395,0.52,-2515,-0.55,-3900,-0.39
4,Exit long,2025-08-01 12:45,Short,22879,1,460165,-2585,-0.56,225,0.05,-2710,-0.59,-6485,-0.65
4,Entry long,2025-08-01 12:15,Long,23008.25,1,460165,-2585,-0.56,225,0.05,-2710,-0.59,-6485,-0.65
5,Exit short,2025-08-01 15:45,Long,22880.5,1,457580,-30,-0.01,2080,0.45,-1310,-0.29,-6515,-0.65
5,Entry short,2025-08-01 12:45,Short,22879,1,457580,-30,-0.01,2080,0.45,-1310,-0.29,-6515,-0.65
6,Exit long,2025-08-04 00:45,Short,22970,1,457610,1790,0.39,2160,0.47,-1175,-0.26,-4725,-0.47
6,Entry long,2025-08-01 15:45,Long,22880.5,1,457610,1790,0.39,2160,0.47,-1175,-0.26,-4725,-0.47
7,Exit short,2025-08-04 01:30,Long,22991.75,1,459400,-435,-0.09,175,0.04,-520,-0.11,-5160,-0.52
7,Entry short,2025-08-04 00:45,Short,22970,1,459400,-435,-0.09,175,0.04,-520,-0.11,-5160,-0.52
8,Exit long,2025-08-04 11:30,Short,23210.25,1,459835,4370,0.95,5450,1.19,-885,-0.19,-790,-0.08
8,Entry long,2025-08-04 01:30,Long,22991.75,1,459835,4370,0.95,5450,1.19,-885,-0.19,-790,-0.08
9,Exit short,2025-08-04 16:00,Short X,23322,1,464205,-2235,-0.48,140,0.03,-2235,-0.48,-3025,-0.30
9,Entry short,2025-08-04 11:30,Short,23210.25,1,464205,-2235,-0.48,140,0.03,-2235,-0.48,-3025,-0.30
10,Exit long,2025-08-04 18:30,Short,23323.5,1,466950,-480,-0.10,250,0.05,-625,-0.13,-3505,-0.35
10,Entry long,2025-08-04 16:30,Long,23347.5,1,466950,-480,-0.10,250,0.05,-625,-0.13,-3505,-0.35
11,Exit short,2025-08-04 21:15,Long,23346.75,1,466470,-465,-0.10,195,0.04,-1020,-0.22,-3970,-0.40
11,Entry short,2025-08-04 18:30,Short,23323.5,1,466470,-465,-0.10,195,0.04,-1020,-0.22,-3970,-0.40
12,Exit long,2025-08-04 22:00,Short,23337,1,466935,-195,-0.04,160,0.03,-235,-0.05,-4165,-0.42
12,Entry long,2025-08-04 21:15,Long,23346.75,1,466935,-195,-0.04,160,0.03,-235,-0.05,-4165,-0.42
13,Exit short,2025-08-05 01:00,Long,23359.25,1,466740,-445,-0.10,240,0.05,-530,-0.11,-4610,-0.46
13,Entry short,2025-08-04 22:00,Short,23337,1,466740,-445,-0.10,240,0.05,-530,-0.11,-4610,-0.46
14,Exit long,2025-08-05 03:45,Short,23329.75,1,467185,-590,-0.13,760,0.16,-715,-0.15,-5200,-0.52
14,Entry long,2025-08-05 01:00,Long,23359.25,1,467185,-590,-0.13,760,0.16,-715,-0.15,-5200,-0.52
15,Exit short,2025-08-05 05:30,Long,23341,1,466595,-225,-0.05,345,0.07,-410,-0.09,-5425,-0.54
15,Entry short,2025-08-05 03:45,Short,23329.75,1,466595,-225,-0.05,345,0.07,-410,-0.09,-5425,-0.54
16,Exit long,2025-08-05 09:00,Short,23349.25,1,466820,165,0.04,1265,0.27,-85,-0.02,-5260,-0.53
16,Entry long,2025-08-05 05:30,Long,23341,1,466820,165,0.04,1265,0.27,-85,-0.02,-5260,-0.53
17,Exit short,2025-08-05 13:30,Long,23217,1,466985,2645,0.57,4715,1.01,-960,-0.21,-2615,-0.26
17,Entry short,2025-08-05 09:00,Short,23349.25,1,466985,2645,0.57,4715,1.01,-960,-0.21,-2615,-0.26
18,Exit long,2025-08-05 15:00,Short,23153.5,1,464340,-1270,-0.27,700,0.15,-2040,-0.44,-3885,-0.39
18,Entry long,2025-08-05 13:30,Long,23217,1,464340,-1270,-0.27,700,0.15,-2040,-0.44,-3885,-0.39
19,Exit short,2025-08-05 19:00,Long,23089,1,463070,1290,0.28,2160,0.47,-505,-0.11,-2595,-0.26
19,Entry short,2025-08-05 15:00,Short,23153.5,1,463070,1290,0.28,2160,0.47,-505,-0.11,-2595,-0.26
20,Exit long,2025-08-06 04:45,Short,23166.25,1,461780,1545,0.33,2760,0.60,-785,-0.17,-1050,-0.10
20,Entry long,2025-08-05 19:00,Long,23089,1,461780,1545,0.33,2760,0.60,-785,-0.17,-1050,-0.10
21,Exit short,2025-08-06 07:00,Long,23164.25,1,463325,40,0.01,1180,0.25,-280,-0.06,-1010,-0.10
21,Entry short,2025-08-06 04:45,Short,23166.25,1,463325,40,0.01,1180,0.25,-280,-0.06,-1010,-0.10
22,Exit long,2025-08-06 16:15,Short,23411.75,1,463285,4950,1.07,5620,1.21,-480,-0.10,3940,0.39
22,Entry long,2025-08-06 07:00,Long,23164.25,1,463285,4950,1.07,5620,1.21,-480,-0.10,3940,0.39
23,Exit short,2025-08-06 18:30,Long,23462,1,468235,-1005,-0.21,545,0.12,-1385,-0.30,2935,0.29
23,Entry short,2025-08-06 16:15,Short,23411.75,1,468235,-1005,-0.21,545,0.12,-1385,-0.30,2935,0.29
24,Exit long,2025-08-06 23:00,Short,23484.5,1,469240,450,0.10,985,0.21,-355,-0.08,3385,0.34
24,Entry long,2025-08-06 18:30,Long,23462,1,469240,450,0.10,985,0.21,-355,-0.08,3385,0.34
25,Exit short,2025-08-07 02:00,Long,23480.25,1,469690,85,0.02,600,0.13,-295,-0.06,3470,0.35
25,Entry short,2025-08-06 23:00,Short,23484.5,1,469690,85,0.02,600,0.13,-295,-0.06,3470,0.35
26,Exit long,2025-08-07 08:15,Short,23598.75,1,469605,2370,0.50,3175,0.68,-260,-0.06,5840,0.58
26,Entry long,2025-08-07 02:00,Long,23480.25,1,469605,2370,0.50,3175,0.68,-260,-0.06,5840,0.58
27,Exit short,2025-08-07 09:45,Long,23654.5,1,471975,-1115,-0.24,575,0.12,-1200,-0.25,4725,0.47
27,Entry short,2025-08-07 08:15,Short,23598.75,1,471975,-1115,-0.24,575,0.12,-1200,-0.25,4725,0.47
28,Exit long,2025-08-07 10:15,Short,23575,1,473090,-1590,-0.34,330,0.07,-2240,-0.47,3135,0.31
28,Entry long,2025-08-07 09:45,Long,23654.5,1,473090,-1590,-0.34,330,0.07,-2240,-0.47,3135,0.31
29,Exit short,2025-08-07 15:30,Long,23440.25,1,471500,2695,0.57,4920,1.04,-355,-0.08,5830,0.58
29,Entry short,2025-08-07 10:15,Short,23575,1,471500,2695,0.57,4920,1.04,-355,-0.08,5830,0.58
30,Exit long,2025-08-07 19:30,Short,23543.5,1,468805,2065,0.44,2555,0.55,-75,-0.02,7895,0.79
30,Entry long,2025-08-07 15:30,Long,23440.25,1,468805,2065,0.44,2555,0.55,-75,-0.02,7895,0.79
31,Exit short,2025-08-07 22:45,Long,23575.75,1,470870,-645,-0.14,300,0.06,-790,-0.17,7250,0.73
31,Entry short,2025-08-07 19:30,Short,23543.5,1,470870,-645,-0.14,300,0.06,-790,-0.17,7250,0.73
32,Exit long,2025-08-07 23:15,Short,23567,1,471515,-175,-0.04,40,0.01,-200,-0.04,7075,0.71
32,Entry long,2025-08-07 22:45,Long,23575.75,1,471515,-175,-0.04,40,0.01,-200,-0.04,7075,0.71
33,Exit short,2025-08-08 04:45,Long,23553.75,1,471340,265,0.06,1280,0.27,-5,0.00,7340,0.73
33,Entry short,2025-08-07 23:15,Short,23567,1,471340,265,0.06,1280,0.27,-5,0.00,7340,0.73
34,Exit long,2025-08-08 08:45,Short,23533.25,1,471075,-410,-0.09,565,0.12,-710,-0.15,6930,0.69
34,Entry long,2025-08-08 04:45,Long,23553.75,1,471075,-410,-0.09,565,0.12,-710,-0.15,6930,0.69
35,Exit short,2025-08-08 09:30,Short X,23603,1,470665,-1395,-0.30,240,0.05,-1395,-0.30,5535,0.55
35,Entry short,2025-08-08 08:45,Short,23533.25,1,470665,-1395,-0.30,240,0.05,-1395,-0.30,5535,0.55
36,Exit long,2025-08-10 18:30,Short,23730.75,1,472070,2545,0.54,3345,0.71,0,0.00,8080,0.81
36,Entry long,2025-08-08 09:30,Long,23603.5,1,472070,2545,0.54,3345,0.71,0,0.00,8080,0.81
37,Exit short,2025-08-10 20:45,Long,23733,1,474615,-45,-0.01,595,0.13,-230,-0.05,8035,0.80
37,Entry short,2025-08-10 18:30,Short,23730.75,1,474615,-45,-0.01,595,0.13,-230,-0.05,8035,0.80
38,Exit long,2025-08-11 00:15,Short,23741.5,1,474660,170,0.04,800,0.17,-140,-0.03,8205,0.82
38,Entry long,2025-08-10 20:45,Long,23733,1,474660,170,0.04,800,0.17,-140,-0.03,8205,0.82
39,Exit short,2025-08-11 05:45,Long,23723.25,1,474830,365,0.08,1475,0.31,-460,-0.10,8570,0.86
39,Entry short,2025-08-11 00:15,Short,23741.5,1,474830,365,0.08,1475,0.31,-460,-0.10,8570,0.86
40,Exit long,2025-08-11 09:15,Short,23715,1,474465,-165,-0.03,660,0.14,-450,-0.09,8405,0.84
40,Entry long,2025-08-11 05:45,Long,23723.25,1,474465,-165,-0.03,660,0.14,-450,-0.09,8405,0.84
41,Exit short,2025-08-11 09:45,Long,23744.75,1,474300,-595,-0.13,685,0.14,-605,-0.13,7810,0.78
41,Entry short,2025-08-11 09:15,Short,23715,1,474300,-595,-0.13,685,0.14,-605,-0.13,7810,0.78
42,Exit long,2025-08-11 13:15,Short,23728.5,1,474895,-325,-0.07,1195,0.25,-595,-0.13,7485,0.75
42,Entry long,2025-08-11 09:45,Long,23744.75,1,474895,-325,-0.07,1195,0.25,-595,-0.13,7485,0.75
43,Exit short,2025-08-11 18:45,Long,23641.5,1,474570,1740,0.37,2820,0.59,-165,-0.03,9225,0.92
43,Entry short,2025-08-11 13:15,Short,23728.5,1,474570,1740,0.37,2820,0.59,-165,-0.03,9225,0.92
44,Exit long,2025-08-12 00:15,Short,23655.75,1,472830,285,0.06,515,0.11,-320,-0.07,9510,0.95
44,Entry long,2025-08-11 18:45,Long,23641.5,1,472830,285,0.06,515,0.11,-320,-0.07,9510,0.95
45,Exit short,2025-08-12 00:45,Long,23671.5,1,473115,-315,-0.07,110,0.02,-420,-0.09,9195,0.92
45,Entry short,2025-08-12 00:15,Short,23655.75,1,473115,-315,-0.07,110,0.02,-420,-0.09,9195,0.92
46,Exit long,2025-08-12 01:15,Short,23632.25,1,473430,-785,-0.17,35,0.01,-1405,-0.30,8410,0.84
46,Entry long,2025-08-12 00:45,Long,23671.5,1,473430,-785,-0.17,35,0.01,-1405,-0.30,8410,0.84
47,Exit short,2025-08-12 03:00,Long,23667,1,472645,-695,-0.15,725,0.15,-865,-0.18,7715,0.77
47,Entry short,2025-08-12 01:15,Short,23632.25,1,472645,-695,-0.15,725,0.15,-865,-0.18,7715,0.77
48,Exit long,2025-08-12 04:45,Short,23641.25,1,473340,-515,-0.11,140,0.03,-645,-0.14,7200,0.72
48,Entry long,2025-08-12 03:00,Long,23667,1,473340,-515,-0.11,140,0.03,-645,-0.14,7200,0.72
49,Exit short,2025-08-12 08:00,Long,23655.75,1,472825,-290,-0.06,655,0.14,-340,-0.07,6910,0.69
49,Entry short,2025-08-12 04:45,Short,23641.25,1,472825,-290,-0.06,655,0.14,-340,-0.07,6910,0.69
50,Exit long,2025-08-12 18:30,Short,23930.25,1,473115,5490,1.16,5955,1.26,-675,-0.14,12400,1.24
50,Entry long,2025-08-12 08:00,Long,23655.75,1,473115,5490,1.16,5955,1.26,-675,-0.14,12400,1.24
51,Exit short,2025-08-12 19:15,Long,23941.25,1,478605,-220,-0.05,75,0.02,-260,-0.05,12180,1.22
51,Entry short,2025-08-12 18:30,Short,23930.25,1,478605,-220,-0.05,75,0.02,-260,-0.05,12180,1.22
52,Exit long,2025-08-12 21:00,Short,23938.75,1,478825,-50,-0.01,575,0.12,-140,-0.03,12130,1.21
52,Entry long,2025-08-12 19:15,Long,23941.25,1,478825,-50,-0.01,575,0.12,-140,-0.03,12130,1.21
53,Exit short,2025-08-12 23:00,Long,23948,1,478775,-185,-0.04,340,0.07,-255,-0.05,11945,1.19
53,Entry short,2025-08-12 21:00,Short,23938.75,1,478775,-185,-0.04,340,0.07,-255,-0.05,11945,1.19
54,Exit long,2025-08-13 05:30,Short,23989.5,1,478960,830,0.17,1370,0.29,-275,-0.06,12775,1.28
54,Entry long,2025-08-12 23:00,Long,23948,1,478960,830,0.17,1370,0.29,-275,-0.06,12775,1.28
55,Exit short,2025-08-13 06:00,Long,24007,1,479790,-350,-0.07,0,0.00,-445,-0.09,12425,1.24
55,Entry short,2025-08-13 05:30,Short,23989.5,1,479790,-350,-0.07,0,0.00,-445,-0.09,12425,1.24
56,Exit long,2025-08-13 06:30,Short,23992.25,1,480140,-295,-0.06,125,0.03,-315,-0.07,12130,1.21
56,Entry long,2025-08-13 06:00,Long,24007,1,480140,-295,-0.06,125,0.03,-315,-0.07,12130,1.21
57,Exit short,2025-08-13 09:00,Long,24033.75,1,479845,-830,-0.17,160,0.03,-850,-0.18,11300,1.13
57,Entry short,2025-08-13 06:30,Short,23992.25,1,479845,-830,-0.17,160,0.03,-850,-0.18,11300,1.13
58,Exit long,2025-08-13 10:15,Long X,23948,1,480675,-1715,-0.36,695,0.14,-1715,-0.36,9585,0.96
58,Entry long,2025-08-13 09:00,Long,24033.75,1,480675,-1715,-0.36,695,0.14,-1715,-0.36,9585,0.96
59,Exit short,2025-08-13 15:15,Long,23935.75,1,479350,635,0.13,1630,0.34,-50,-0.01,10220,1.02
59,Entry short,2025-08-13 10:30,Short,23967.5,1,479350,635,0.13,1630,0.34,-50,-0.01,10220,1.02
60,Exit long,2025-08-13 16:30,Short,23923.25,1,478715,-250,-0.05,485,0.10,-485,-0.10,9970,1.00
60,Entry long,2025-08-13 15:15,Long,23935.75,1,478715,-250,-0.05,485,0.10,-485,-0.10,9970,1.00
61,Exit short,2025-08-13 18:30,Long,23939.75,1,478465,-330,-0.07,230,0.05,-340,-0.07,9640,0.96
61,Entry short,2025-08-13 16:30,Short,23923.25,1,478465,-330,-0.07,230,0.05,-340,-0.07,9640,0.96
62,Exit long,2025-08-13 20:45,Short,23932.5,1,478795,-145,-0.03,490,0.10,-195,-0.04,9495,0.95
62,Entry long,2025-08-13 18:30,Long,23939.75,1,478795,-145,-0.03,490,0.10,-195,-0.04,9495,0.95
63,Exit short,2025-08-14 03:30,Long,23925.75,1,478650,135,0.03,695,0.15,-255,-0.05,9630,0.96
63,Entry short,2025-08-13 20:45,Short,23932.5,1,478650,135,0.03,695,0.15,-255,-0.05,9630,0.96
64,Exit long,2025-08-14 06:30,Short,23927.5,1,478515,35,0.01,325,0.07,-255,-0.05,9665,0.97
64,Entry long,2025-08-14 03:30,Long,23925.75,1,478515,35,0.01,325,0.07,-255,-0.05,9665,0.97
65,Exit short,2025-08-14 07:00,Long,23933.75,1,478550,-125,-0.03,35,0.01,-165,-0.03,9540,0.95
65,Entry short,2025-08-14 06:30,Short,23927.5,1,478550,-125,-0.03,35,0.01,-165,-0.03,9540,0.95
66,Exit long,2025-08-14 08:30,Long X,23881.75,1,478675,-1040,-0.22,660,0.14,-1040,-0.22,8500,0.85
66,Entry long,2025-08-14 07:00,Long,23933.75,1,478675,-1040,-0.22,660,0.14,-1040,-0.22,8500,0.85
67,Exit short,2025-08-14 09:45,Long,23936,1,477165,-1555,-0.33,340,0.07,-2040,-0.43,6945,0.69
67,Entry short,2025-08-14 09:15,Short,23858.25,1,477165,-1555,-0.33,340,0.07,-2040,-0.43,6945,0.69
68,Exit long,2025-08-14 14:45,Short,23923.5,1,478720,-250,-0.05,1435,0.30,-1460,-0.30,6695,0.67
68,Entry long,2025-08-14 09:45,Long,23936,1,478720,-250,-0.05,1435,0.30,-1460,-0.30,6695,0.67
69,Exit short,2025-08-14 15:15,Long,23927.75,1,478470,-85,-0.02,130,0.03,-435,-0.09,6610,0.66
69,Entry short,2025-08-14 14:45,Short,23923.5,1,478470,-85,-0.02,130,0.03,-435,-0.09,6610,0.66
70,Exit long,2025-08-14 16:00,Short,23870.25,1,478555,-1150,-0.24,615,0.13,-1155,-0.24,5460,0.55
70,Entry long,2025-08-14 15:15,Long,23927.75,1,478555,-1150,-0.24,615,0.13,-1155,-0.24,5460,0.55
71,Exit short,2025-08-14 19:00,Long,23901.5,1,477405,-625,-0.13,0,0.00,-765,-0.16,4835,0.48
71,Entry short,2025-08-14 16:00,Short,23870.25,1,477405,-625,-0.13,0,0.00,-765,-0.16,4835,0.48
72,Exit long,2025-08-15 04:00,Short,23944.25,1,478030,855,0.18,1230,0.26,-555,-0.12,5690,0.57
72,Entry long,2025-08-14 19:00,Long,23901.5,1,478030,855,0.18,1230,0.26,-555,-0.12,5690,0.57
73,Exit short,2025-08-15 07:00,Long,23912.5,1,478885,635,0.13,1445,0.30,-65,-0.01,6325,0.63
73,Entry short,2025-08-15 04:00,Short,23944.25,1,478885,635,0.13,1445,0.30,-65,-0.01,6325,0.63
74,Exit long,2025-08-15 08:45,Short,23905.25,1,478250,-145,-0.03,295,0.06,-550,-0.12,6180,0.62
74,Entry long,2025-08-15 07:00,Long,23912.5,1,478250,-145,-0.03,295,0.06,-550,-0.12,6180,0.62
75,Exit short,2025-08-15 13:15,Long,23806.25,1,478105,1980,0.41,3415,0.71,-380,-0.08,8160,0.82
75,Entry short,2025-08-15 08:45,Short,23905.25,1,478105,1980,0.41,3415,0.71,-380,-0.08,8160,0.82
76,Exit long,2025-08-15 15:15,Short,23807.25,1,476125,20,0.00,825,0.17,-610,-0.13,8180,0.82
76,Entry long,2025-08-15 13:15,Long,23806.25,1,476125,20,0.00,825,0.17,-610,-0.13,8180,0.82
77,Exit short,2025-08-17 18:30,Long,23848.75,1,476145,-830,-0.17,590,0.12,-855,-0.18,7350,0.74
77,Entry short,2025-08-15 15:15,Short,23807.25,1,476145,-830,-0.17,590,0.12,-855,-0.18,7350,0.74
78,Exit long,2025-08-17 22:30,Short,23875.5,1,476975,535,0.11,660,0.14,-165,-0.03,7885,0.79
78,Entry long,2025-08-17 18:30,Long,23848.75,1,476975,535,0.11,660,0.14,-165,-0.03,7885,0.79
79,Exit short,2025-08-18 06:45,Long,23788,1,477510,1750,0.37,2720,0.57,-80,-0.02,9635,0.96
79,Entry short,2025-08-17 22:30,Short,23875.5,1,477510,1750,0.37,2720,0.57,-80,-0.02,9635,0.96
80,Exit long,2025-08-18 07:30,Short,23751.25,1,475760,-735,-0.15,60,0.01,-825,-0.17,8900,0.89
80,Entry long,2025-08-18 06:45,Long,23788,1,475760,-735,-0.15,60,0.01,-825,-0.17,8900,0.89
81,Exit short,2025-08-18 13:45,Long,23760,1,475025,-175,-0.04,645,0.14,-1460,-0.31,8725,0.87
81,Entry short,2025-08-18 07:30,Short,23751.25,1,475025,-175,-0.04,645,0.14,-1460,-0.31,8725,0.87
82,Exit long,2025-08-18 19:45,Short,23804.75,1,475200,895,0.19,1560,0.33,-235,-0.05,9620,0.96
82,Entry long,2025-08-18 13:45,Long,23760,1,475200,895,0.19,1560,0.33,-235,-0.05,9620,0.96
83,Exit short,2025-08-19 02:45,Long,23763.25,1,476095,830,0.17,1480,0.31,-15,0.00,10450,1.05
83,Entry short,2025-08-18 19:45,Short,23804.75,1,476095,830,0.17,1480,0.31,-15,0.00,10450,1.05
84,Exit long,2025-08-19 06:30,Short,23773.75,1,475265,210,0.04,830,0.17,-355,-0.07,10660,1.07
84,Entry long,2025-08-19 02:45,Long,23763.25,1,475265,210,0.04,830,0.17,-355,-0.07,10660,1.07
85,Exit short,2025-08-19 16:00,Long,23470.5,1,475475,6065,1.28,6955,1.46,-185,-0.04,16725,1.67
85,Entry short,2025-08-19 06:30,Short,23773.75,1,475475,6065,1.28,6955,1.46,-185,-0.04,16725,1.67
86,Exit long,2025-08-19 19:00,Short,23454,1,469410,-330,-0.07,300,0.06,-410,-0.09,16395,1.64
86,Entry long,2025-08-19 16:00,Long,23470.5,1,469410,-330,-0.07,300,0.06,-410,-0.09,16395,1.64
87,Exit short,2025-08-20 02:15,Long,23363.5,1,469080,1810,0.39,2395,0.51,-25,-0.01,18205,1.82
87,Entry short,2025-08-19 19:00,Short,23454,1,469080,1810,0.39,2395,0.51,-25,-0.01,18205,1.82
88,Exit long,2025-08-20 08:00,Short,23418.5,1,467270,1100,0.24,1770,0.38,-50,-0.01,19305,1.93
88,Entry long,2025-08-20 02:15,Long,23363.5,1,467270,1100,0.24,1770,0.38,-50,-0.01,19305,1.93
89,Exit short,2025-08-20 08:45,Long,23426.75,1,468370,-165,-0.04,440,0.09,-355,-0.08,19140,1.91
89,Entry short,2025-08-20 08:00,Short,23418.5,1,468370,-165,-0.04,440,0.09,-355,-0.08,19140,1.91
90,Exit long,2025-08-20 09:30,Long X,23334.75,1,468535,-1840,-0.39,105,0.02,-1840,-0.39,17300,1.73
90,Entry long,2025-08-20 08:45,Long,23426.75,1,468535,-1840,-0.39,105,0.02,-1840,-0.39,17300,1.73
91,Exit short,2025-08-20 11:45,Long,23171.75,1,463465,30,0.01,2765,0.60,-1855,-0.40,17330,1.73
91,Entry short,2025-08-20 09:45,Short,23173.25,1,463465,30,0.01,2765,0.60,-1855,-0.40,17330,1.73
92,Exit long,2025-08-20 18:45,Short,23320,1,463435,2965,0.64,3940,0.85,-60,-0.01,20295,2.03
92,Entry long,2025-08-20 11:45,Long,23171.75,1,463435,2965,0.64,3940,0.85,-60,-0.01,20295,2.03
93,Exit short,2025-08-20 22:15,Long,23363.5,1,466400,-870,-0.19,1055,0.23,-985,-0.21,19425,1.94
93,Entry short,2025-08-20 18:45,Short,23320,1,466400,-870,-0.19,1055,0.23,-985,-0.21,19425,1.94
94,Exit long,2025-08-20 23:30,Short,23346.75,1,467270,-335,-0.07,90,0.02,-545,-0.12,19090,1.91
94,Entry long,2025-08-20 22:15,Long,23363.5,1,467270,-335,-0.07,90,0.02,-545,-0.12,19090,1.91
95,Exit short,2025-08-21 02:30,Long,23355,1,466935,-165,-0.04,710,0.15,-430,-0.09,18925,1.89
95,Entry short,2025-08-20 23:30,Short,23346.75,1,466935,-165,-0.04,710,0.15,-430,-0.09,18925,1.89
96,Exit long,2025-08-21 03:15,Short,23329.5,1,467100,-510,-0.11,90,0.02,-665,-0.14,18415,1.84
96,Entry long,2025-08-21 02:30,Long,23355,1,467100,-510,-0.11,90,0.02,-665,-0.14,18415,1.84
97,Exit short,2025-08-21 04:00,Long,23345.5,1,466590,-320,-0.07,65,0.01,-560,-0.12,18095,1.81
97,Entry short,2025-08-21 03:15,Short,23329.5,1,466590,-320,-0.07,65,0.01,-560,-0.12,18095,1.81
98,Exit long,2025-08-21 06:30,Short,23303.25,1,466910,-845,-0.18,110,0.02,-1450,-0.31,17250,1.73
98,Entry long,2025-08-21 04:00,Long,23345.5,1,466910,-845,-0.18,110,0.02,-1450,-0.31,17250,1.73
99,Exit short,2025-08-21 10:45,Long,23294.75,1,466065,170,0.04,2945,0.63,-900,-0.19,17420,1.74
99,Entry short,2025-08-21 06:30,Short,23303.25,1,466065,170,0.04,2945,0.63,-900,-0.19,17420,1.74
100,Exit long,2025-08-21 11:15,Short,23256.25,1,465895,-770,-0.17,360,0.08,-1815,-0.39,16650,1.67
100,Entry long,2025-08-21 10:45,Long,23294.75,1,465895,-770,-0.17,360,0.08,-1815,-0.39,16650,1.67
101,Exit short,2025-08-21 14:15,Long,23198.5,1,465125,1155,0.25,2745,0.59,-790,-0.17,17805,1.78
101,Entry short,2025-08-21 11:15,Short,23256.25,1,465125,1155,0.25,2745,0.59,-790,-0.17,17805,1.78
102,Exit long,2025-08-21 20:15,Short,23200.25,1,463970,35,0.01,1135,0.24,-380,-0.08,17840,1.78
102,Entry long,2025-08-21 14:15,Long,23198.5,1,463970,35,0.01,1135,0.24,-380,-0.08,17840,1.78
103,Exit short,2025-08-21 22:15,Long,23224.25,1,464005,-480,-0.10,160,0.03,-595,-0.13,17360,1.74
103,Entry short,2025-08-21 20:15,Short,23200.25,1,464005,-480,-0.10,160,0.03,-595,-0.13,17360,1.74
104,Exit long,2025-08-21 23:00,Short,23195.25,1,464485,-580,-0.12,190,0.04,-650,-0.14,16780,1.68
104,Entry long,2025-08-21 22:15,Long,23224.25,1,464485,-580,-0.12,190,0.04,-650,-0.14,16780,1.68
105,Exit short,2025-08-22 00:15,Long,23203.5,1,463905,-165,-0.04,45,0.01,-350,-0.08,16615,1.66
105,Entry short,2025-08-21 23:00,Short,23195.25,1,463905,-165,-0.04,45,0.01,-350,-0.08,16615,1.66
106,Exit long,2025-08-22 01:45,Short,23191.25,1,464070,-245,-0.05,245,0.05,-450,-0.10,16370,1.64
106,Entry long,2025-08-22 00:15,Long,23203.5,1,464070,-245,-0.05,245,0.05,-450,-0.10,16370,1.64
107,Exit short,2025-08-22 03:45,Long,23196.5,1,463825,-105,-0.02,2290,0.49,-180,-0.04,16265,1.63
107,Entry short,2025-08-22 01:45,Short,23191.25,1,463825,-105,-0.02,2290,0.49,-180,-0.04,16265,1.63
108,Exit long,2025-08-22 07:45,Short,23253.25,1,463930,1135,0.24,1685,0.36,-110,-0.02,17400,1.74
108,Entry long,2025-08-22 03:45,Long,23196.5,1,463930,1135,0.24,1685,0.36,-110,-0.02,17400,1.74
109,Exit short,2025-08-22 10:00,Short X,23388,1,465065,-2695,-0.58,955,0.21,-2695,-0.58,14705,1.47
109,Entry short,2025-08-22 07:45,Short,23253.25,1,465065,-2695,-0.58,955,0.21,-2695,-0.58,14705,1.47
110,Exit long,2025-08-22 12:00,Short,23555.5,1,472055,-945,-0.20,945,0.20,-1150,-0.24,13760,1.38
110,Entry long,2025-08-22 10:45,Long,23602.75,1,472055,-945,-0.20,945,0.20,-1150,-0.24,13760,1.38
111,Exit short,2025-08-22 13:45,Long,23605.75,1,471110,-1005,-0.21,965,0.20,-1390,-0.30,12755,1.28
111,Entry short,2025-08-22 12:00,Short,23555.5,1,471110,-1005,-0.21,965,0.20,-1390,-0.30,12755,1.28
112,Exit long,2025-08-22 14:30,Short,23595.25,1,472115,-210,-0.04,220,0.05,-370,-0.08,12545,1.25
112,Entry long,2025-08-22 13:45,Long,23605.75,1,472115,-210,-0.04,220,0.05,-370,-0.08,12545,1.25
113,Exit short,2025-08-22 16:45,Long,23582.75,1,471905,250,0.05,1280,0.27,-265,-0.06,12795,1.28
113,Entry short,2025-08-22 14:30,Short,23595.25,1,471905,250,0.05,1280,0.27,-265,-0.06,12795,1.28
114,Exit long,2025-08-24 21:00,Short,23543.75,1,471655,-780,-0.17,495,0.10,-800,-0.17,12015,1.20
114,Entry long,2025-08-22 16:45,Long,23582.75,1,471655,-780,-0.17,495,0.10,-800,-0.17,12015,1.20
115,Exit short,2025-08-24 23:30,Long,23547.25,1,470875,-70,-0.01,465,0.10,-170,-0.04,11945,1.19
115,Entry short,2025-08-24 21:00,Short,23543.75,1,470875,-70,-0.01,465,0.10,-170,-0.04,11945,1.19
116,Exit long,2025-08-25 02:45,Short,23522.25,1,470945,-500,-0.11,425,0.09,-570,-0.12,11445,1.14
