Trade number,Type,Date and time,Signal,Price USD,Size (qty),Size (value),Net PnL USD,Net PnL %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative PnL USD,Cumulative PnL %
9644,Exit long,2006-03-29 00:45,Short,1693,1,33780,80,0.24,100,0.30,-40,-0.12,-1655,-3.31
9644,Entry long,2006-03-28 19:00,Long,1689,1,33780,80,0.24,100,0.30,-40,-0.12,-1655,-3.31
9645,Exit short,2006-03-29 03:15,Long,1696,1,33860,-60,-0.18,20,0.06,-60,-0.18,-1715,-3.43
9645,Entry short,2006-03-29 00:45,Short,1693,1,33860,-60,-0.18,20,0.06,-60,-0.18,-1715,-3.43
9646,Exit long,2006-03-29 05:30,Short,1694.5,1,33920,-30,-0.09,10,0.03,-30,-0.09,-1745,-3.49
9646,Entry long,2006-03-29 03:15,Long,1696,1,33920,-30,-0.09,10,0.03,-30,-0.09,-1745,-3.49
9647,Exit short,2006-03-29 10:15,Short X,1701.5,1,33890,-140,-0.41,80,0.24,-140,-0.41,-1885,-3.77
9647,Entry short,2006-03-29 05:30,Short,1694.5,1,33890,-140,-0.41,80,0.24,-140,-0.41,-1885,-3.77
9648,Exit long,2006-03-29 16:15,Short,1720.5,1,33970,440,1.30,600,1.77,-20,-0.06,-1445,-2.89
9648,Entry long,2006-03-29 10:45,Long,1698.5,1,33970,440,1.30,600,1.77,-20,-0.06,-1445,-2.89
9649,Exit short,2006-03-29 19:45,Long,1719.5,1,34410,20,0.06,50,0.15,-10,-0.03,-1425,-2.85
9649,Entry short,2006-03-29 16:15,Short,1720.5,1,34410,20,0.06,50,0.15,-10,-0.03,-1425,-2.85
9650,Exit long,2006-03-30 00:15,Short,1719,1,34390,-10,-0.03,20,0.06,-10,-0.03,-1435,-2.87
9650,Entry long,2006-03-29 19:45,Long,1719.5,1,34390,-10,-0.03,20,0.06,-10,-0.03,-1435,-2.87
9651,Exit short,2006-03-30 01:15,Long,1720.5,1,34380,-30,-0.09,10,0.03,-30,-0.09,-1465,-2.93
9651,Entry short,2006-03-30 00:15,Short,1719,1,34380,-30,-0.09,10,0.03,-30,-0.09,-1465,-2.93
9652,Exit long,2006-03-30 04:15,Short,1719.5,1,34410,-20,-0.06,30,0.09,-40,-0.12,-1485,-2.97
9652,Entry long,2006-03-30 01:15,Long,1720.5,1,34410,-20,-0.06,30,0.09,-40,-0.12,-1485,-2.97
9653,Exit short,2006-03-30 07:00,Long,1722.5,1,34390,-60,-0.17,20,0.06,-60,-0.17,-1545,-3.09
9653,Entry short,2006-03-30 04:15,Short,1719.5,1,34390,-60,-0.17,20,0.06,-60,-0.17,-1545,-3.09
9654,Exit long,2006-03-30 11:00,Short,1719,1,34450,-70,-0.20,300,0.87,-120,-0.35,-1615,-3.23
9654,Entry long,2006-03-30 07:00,Long,1722.5,1,34450,-70,-0.20,300,0.87,-120,-0.35,-1615,-3.23
9655,Exit short,2006-03-30 12:15,Long,1727,1,34380,-160,-0.47,10,0.03,-170,-0.49,-1775,-3.55
9655,Entry short,2006-03-30 11:00,Short,1719,1,34380,-160,-0.47,10,0.03,-170,-0.49,-1775,-3.55
9656,Exit long,2006-03-30 13:15,Short,1719.5,1,34540,-150,-0.43,0,0.00,-230,-0.67,-1925,-3.85
9656,Entry long,2006-03-30 12:15,Long,1727,1,34540,-150,-0.43,0,0.00,-230,-0.67,-1925,-3.85
9657,Exit short,2006-03-30 13:45,Long,1722.5,1,34390,-60,-0.17,70,0.20,-90,-0.26,-1985,-3.97
9657,Entry short,2006-03-30 13:15,Short,1719.5,1,34390,-60,-0.17,70,0.20,-90,-0.26,-1985,-3.97
9658,Exit long,2006-03-30 19:45,Short,1725.5,1,34450,60,0.17,110,0.32,-40,-0.12,-1925,-3.85
9658,Entry long,2006-03-30 13:45,Long,1722.5,1,34450,60,0.17,110,0.32,-40,-0.12,-1925,-3.85
9659,Exit short,2006-03-30 21:00,Long,1725.5,1,34510,0,0.00,10,0.03,0,0.00,-1925,-3.85
9659,Entry short,2006-03-30 19:45,Short,1725.5,1,34510,0,0.00,10,0.03,0,0.00,-1925,-3.85
9660,Exit long,2006-03-30 21:30,Short,1725,1,34510,-10,-0.03,0,0.00,-10,-0.03,-1935,-3.87
9660,Entry long,2006-03-30 21:00,Long,1725.5,1,34510,-10,-0.03,0,0.00,-10,-0.03,-1935,-3.87
9661,Exit short,2006-03-30 22:30,Long,1725.5,1,34500,-10,-0.03,0,0.00,-10,-0.03,-1945,-3.89
9661,Entry short,2006-03-30 21:30,Short,1725,1,34500,-10,-0.03,0,0.00,-10,-0.03,-1945,-3.89
9662,Exit long,2006-03-30 23:30,Short,1725,1,34510,-10,-0.03,0,0.00,-10,-0.03,-1955,-3.91
9662,Entry long,2006-03-30 22:30,Long,1725.5,1,34510,-10,-0.03,0,0.00,-10,-0.03,-1955,-3.91
9663,Exit short,2006-03-31 03:00,Long,1726.5,1,34500,-30,-0.09,10,0.03,-40,-0.12,-1985,-3.97
9663,Entry short,2006-03-30 23:30,Short,1725,1,34500,-30,-0.09,10,0.03,-40,-0.12,-1985,-3.97
9664,Exit long,2006-03-31 03:45,Short,1724,1,34530,-50,-0.14,0,0.00,-50,-0.14,-2035,-4.07
9664,Entry long,2006-03-31 03:00,Long,1726.5,1,34530,-50,-0.14,0,0.00,-50,-0.14,-2035,-4.07
9665,Exit short,2006-03-31 08:00,Long,1724.5,1,34480,-10,-0.03,60,0.17,-20,-0.06,-2045,-4.09
9665,Entry short,2006-03-31 03:45,Short,1724,1,34480,-10,-0.03,60,0.17,-20,-0.06,-2045,-4.09
9666,Exit long,2006-03-31 11:00,Short,1723.5,1,34490,-20,-0.06,150,0.43,-40,-0.12,-2065,-4.13
9666,Entry long,2006-03-31 08:00,Long,1724.5,1,34490,-20,-0.06,150,0.43,-40,-0.12,-2065,-4.13
9667,Exit short,2006-03-31 12:30,Long,1727.5,1,34470,-80,-0.23,70,0.20,-100,-0.29,-2145,-4.29
9667,Entry short,2006-03-31 11:00,Short,1723.5,1,34470,-80,-0.23,70,0.20,-100,-0.29,-2145,-4.29
9668,Exit long,2006-03-31 13:00,Short,1724.5,1,34550,-60,-0.17,10,0.03,-70,-0.20,-2205,-4.41
9668,Entry long,2006-03-31 12:30,Long,1727.5,1,34550,-60,-0.17,10,0.03,-70,-0.20,-2205,-4.41
9669,Exit short,2006-03-31 15:30,Long,1722.5,1,34490,40,0.12,150,0.43,-30,-0.09,-2165,-4.33
9669,Entry short,2006-03-31 13:00,Short,1724.5,1,34490,40,0.12,150,0.43,-30,-0.09,-2165,-4.33
9670,Exit long,2006-03-31 16:30,Short,1720,1,34450,-50,-0.15,60,0.17,-60,-0.17,-2215,-4.43
9670,Entry long,2006-03-31 15:30,Long,1722.5,1,34450,-50,-0.15,60,0.17,-60,-0.17,-2215,-4.43
9671,Exit short,2006-04-02 18:30,Long,1726.75,1,34400,-135,-0.39,0,0.00,-135,-0.39,-2350,-4.70
9671,Entry short,2006-03-31 16:30,Short,1720,1,34400,-135,-0.39,0,0.00,-135,-0.39,-2350,-4.70
9672,Exit long,2006-04-02 22:15,Short,1728.25,1,34535,30,0.09,35,0.10,-20,-0.06,-2320,-4.64
9672,Entry long,2006-04-02 18:30,Long,1726.75,1,34535,30,0.09,35,0.10,-20,-0.06,-2320,-4.64
9673,Exit short,2006-04-03 01:00,Long,1728.75,1,34565,-10,-0.03,5,0.01,-15,-0.04,-2330,-4.66
9673,Entry short,2006-04-02 22:15,Short,1728.25,1,34565,-10,-0.03,5,0.01,-15,-0.04,-2330,-4.66
9674,Exit long,2006-04-03 08:15,Short,1729.75,1,34575,20,0.06,45,0.13,-15,-0.04,-2310,-4.62
9674,Entry long,2006-04-03 01:00,Long,1728.75,1,34575,20,0.06,45,0.13,-15,-0.04,-2310,-4.62
9675,Exit short,2006-04-03 10:30,Long,1736.25,1,34595,-130,-0.38,80,0.23,-135,-0.39,-2440,-4.88
9675,Entry short,2006-04-03 08:15,Short,1729.75,1,34595,-130,-0.38,80,0.23,-135,-0.39,-2440,-4.88
9676,Exit long,2006-04-03 12:45,Short,1735.25,1,34725,-20,-0.06,60,0.17,-70,-0.20,-2460,-4.92
9676,Entry long,2006-04-03 10:30,Long,1736.25,1,34725,-20,-0.06,60,0.17,-70,-0.20,-2460,-4.92
9677,Exit short,2006-04-03 18:30,Long,1724.5,1,34705,215,0.62,305,0.88,-30,-0.09,-2245,-4.49
9677,Entry short,2006-04-03 12:45,Short,1735.25,1,34705,215,0.62,305,0.88,-30,-0.09,-2245,-4.49
9678,Exit long,2006-04-03 23:45,Short,1724.5,1,34490,0,0.00,10,0.03,-10,-0.03,-2245,-4.49
9678,Entry long,2006-04-03 18:30,Long,1724.5,1,34490,0,0.00,10,0.03,-10,-0.03,-2245,-4.49
9679,Exit short,2006-04-04 08:00,Short X,1727,1,34490,-50,-0.14,5,0.01,-50,-0.14,-2295,-4.59
9679,Entry short,2006-04-03 23:45,Short,1724.5,1,34490,-50,-0.14,5,0.01,-50,-0.14,-2295,-4.59
9680,Exit long,2006-04-04 09:45,Long X,1721,1,34515,-95,-0.28,30,0.09,-95,-0.28,-2390,-4.78
9680,Entry long,2006-04-04 08:15,Long,1725.75,1,34515,-95,-0.28,30,0.09,-95,-0.28,-2390,-4.78
9681,Exit short,2006-04-04 18:30,Long,1732.25,1,34630,-15,-0.04,5,0.01,-15,-0.04,-2405,-4.81
9681,Entry short,2006-04-04 16:30,Short,1731.5,1,34630,-15,-0.04,5,0.01,-15,-0.04,-2405,-4.81
9682,Exit long,2006-04-04 21:45,Short,1732.5,1,34645,5,0.01,20,0.06,0,0.00,-2400,-4.80
9682,Entry long,2006-04-04 18:30,Long,1732.25,1,34645,5,0.01,20,0.06,0,0.00,-2400,-4.80
9683,Exit short,2006-04-04 22:30,Long,1733,1,34650,-10,-0.03,0,0.00,-15,-0.04,-2410,-4.82
9683,Entry short,2006-04-04 21:45,Short,1732.5,1,34650,-10,-0.03,0,0.00,-15,-0.04,-2410,-4.82
9684,Exit long,2006-04-05 01:30,Short,1732.25,1,34660,-15,-0.04,10,0.03,-20,-0.06,-2425,-4.85
9684,Entry long,2006-04-04 22:30,Long,1733,1,34660,-15,-0.04,10,0.03,-20,-0.06,-2425,-4.85
9685,Exit short,2006-04-05 04:00,Long,1732.25,1,34645,0,0.00,5,0.01,-10,-0.03,-2425,-4.85
9685,Entry short,2006-04-05 01:30,Short,1732.25,1,34645,0,0.00,5,0.01,-10,-0.03,-2425,-4.85
9686,Exit long,2006-04-05 04:45,Short,1731.75,1,34645,-10,-0.03,0,0.00,-15,-0.04,-2435,-4.87
9686,Entry long,2006-04-05 04:00,Long,1732.25,1,34645,-10,-0.03,0,0.00,-15,-0.04,-2435,-4.87
9687,Exit short,2006-04-05 06:30,Long,1731.75,1,34635,0,0.00,35,0.10,-5,-0.01,-2435,-4.87
9687,Entry short,2006-04-05 04:45,Short,1731.75,1,34635,0,0.00,35,0.10,-5,-0.01,-2435,-4.87
9688,Exit long,2006-04-05 11:15,Short,1737,1,34635,105,0.30,230,0.66,0,0.00,-2330,-4.66
9688,Entry long,2006-04-05 06:30,Long,1731.75,1,34635,105,0.30,230,0.66,0,0.00,-2330,-4.66
9689,Exit short,2006-04-05 12:45,Long,1742.25,1,34740,-105,-0.30,100,0.29,-120,-0.35,-2435,-4.87
9689,Entry short,2006-04-05 11:15,Short,1737,1,34740,-105,-0.30,100,0.29,-120,-0.35,-2435,-4.87
9690,Exit long,2006-04-05 16:45,Short,1747.25,1,34845,100,0.29,175,0.50,-5,-0.01,-2335,-4.67
9690,Entry long,2006-04-05 12:45,Long,1742.25,1,34845,100,0.29,175,0.50,-5,-0.01,-2335,-4.67
9691,Exit short,2006-04-05 22:45,Long,1747,1,34945,5,0.01,15,0.04,-10,-0.03,-2330,-4.66
9691,Entry short,2006-04-05 16:45,Short,1747.25,1,34945,5,0.01,15,0.04,-10,-0.03,-2330,-4.66
9692,Exit long,2006-04-06 00:45,Short,1746.5,1,34940,-10,-0.03,0,0.00,-15,-0.04,-2340,-4.68
9692,Entry long,2006-04-05 22:45,Long,1747,1,34940,-10,-0.03,0,0.00,-15,-0.04,-2340,-4.68
9693,Exit short,2006-04-06 01:15,Long,1747,1,34930,-10,-0.03,0,0.00,-10,-0.03,-2350,-4.70
9693,Entry short,2006-04-06 00:45,Short,1746.5,1,34930,-10,-0.03,0,0.00,-10,-0.03,-2350,-4.70
9694,Exit long,2006-04-06 04:30,Short,1746.5,1,34940,-10,-0.03,15,0.04,-20,-0.06,-2360,-4.72
9694,Entry long,2006-04-06 01:15,Long,1747,1,34940,-10,-0.03,15,0.04,-20,-0.06,-2360,-4.72
9695,Exit short,2006-04-06 06:00,Long,1746.75,1,34930,-5,-0.01,30,0.09,-15,-0.04,-2365,-4.73
9695,Entry short,2006-04-06 04:30,Short,1746.5,1,34930,-5,-0.01,30,0.09,-15,-0.04,-2365,-4.73
9696,Exit long,2006-04-06 07:30,Short,1746.5,1,34935,-5,-0.01,15,0.04,-10,-0.03,-2370,-4.74
9696,Entry long,2006-04-06 06:00,Long,1746.75,1,34935,-5,-0.01,15,0.04,-10,-0.03,-2370,-4.74
9697,Exit short,2006-04-06 09:30,Short X,1750,1,34930,-70,-0.20,15,0.04,-70,-0.20,-2440,-4.88
9697,Entry short,2006-04-06 07:30,Short,1746.5,1,34930,-70,-0.20,15,0.04,-70,-0.20,-2440,-4.88
9698,Exit long,2006-04-06 15:30,Short,1753.5,1,34995,75,0.21,230,0.66,-155,-0.44,-2365,-4.73
9698,Entry long,2006-04-06 09:30,Long,1749.75,1,34995,75,0.21,230,0.66,-155,-0.44,-2365,-4.73
9699,Exit short,2006-04-06 19:30,Long,1754,1,35070,-10,-0.03,10,0.03,-35,-0.10,-2375,-4.75
9699,Entry short,2006-04-06 15:30,Short,1753.5,1,35070,-10,-0.03,10,0.03,-35,-0.10,-2375,-4.75
9700,Exit long,2006-04-07 00:15,Short,1752.75,1,35080,-25,-0.07,0,0.00,-25,-0.07,-2400,-4.80
9700,Entry long,2006-04-06 19:30,Long,1754,1,35080,-25,-0.07,0,0.00,-25,-0.07,-2400,-4.80
9701,Exit short,2006-04-07 00:45,Long,1753.5,1,35055,-15,-0.04,0,0.00,-15,-0.04,-2415,-4.83
9701,Entry short,2006-04-07 00:15,Short,1752.75,1,35055,-15,-0.04,0,0.00,-15,-0.04,-2415,-4.83
9702,Exit long,2006-04-07 05:30,Short,1753.5,1,35070,0,0.00,45,0.13,-20,-0.06,-2415,-4.83
9702,Entry long,2006-04-07 00:45,Long,1753.5,1,35070,0,0.00,45,0.13,-20,-0.06,-2415,-4.83
9703,Exit short,2006-04-07 08:15,Long,1754.5,1,35070,-20,-0.06,25,0.07,-45,-0.13,-2435,-4.87
9703,Entry short,2006-04-07 05:30,Short,1753.5,1,35070,-20,-0.06,25,0.07,-45,-0.13,-2435,-4.87
9704,Exit long,2006-04-07 10:30,Short,1747.75,1,35090,-135,-0.38,225,0.64,-170,-0.48,-2570,-5.14
9704,Entry long,2006-04-07 08:15,Long,1754.5,1,35090,-135,-0.38,225,0.64,-170,-0.48,-2570,-5.14
9705,Exit short,2006-04-07 13:15,Long,1744,1,34955,75,0.21,250,0.72,-40,-0.11,-2495,-4.99
9705,Entry short,2006-04-07 10:30,Short,1747.75,1,34955,75,0.21,250,0.72,-40,-0.11,-2495,-4.99
9706,Exit long,2006-04-07 13:45,Short,1739,1,34880,-100,-0.29,15,0.04,-125,-0.36,-2595,-5.19
9706,Entry long,2006-04-07 13:15,Long,1744,1,34880,-100,-0.29,15,0.04,-125,-0.36,-2595,-5.19
9707,Exit short,2006-04-07 14:45,Long,1742.5,1,34780,-70,-0.20,10,0.03,-105,-0.30,-2665,-5.33
9707,Entry short,2006-04-07 13:45,Short,1739,1,34780,-70,-0.20,10,0.03,-105,-0.30,-2665,-5.33
9708,Exit long,2006-04-07 15:30,Short,1737.5,1,34850,-100,-0.29,10,0.03,-150,-0.43,-2765,-5.53
9708,Entry long,2006-04-07 14:45,Long,1742.5,1,34850,-100,-0.29,10,0.03,-150,-0.43,-2765,-5.53
9709,Exit short,2006-04-07 16:15,Long,1739.75,1,34750,-45,-0.13,35,0.10,-50,-0.14,-2810,-5.62
9709,Entry short,2006-04-07 15:30,Short,1737.5,1,34750,-45,-0.13,35,0.10,-50,-0.14,-2810,-5.62
9710,Exit long,2006-04-09 18:30,Short,1738,1,34795,-35,-0.10,0,0.00,-50,-0.14,-2845,-5.69
9710,Entry long,2006-04-07 16:15,Long,1739.75,1,34795,-35,-0.10,0,0.00,-50,-0.14,-2845,-5.69
9711,Exit short,2006-04-09 21:00,Long,1737.75,1,34760,5,0.01,35,0.10,0,0.00,-2840,-5.68
9711,Entry short,2006-04-09 18:30,Short,1738,1,34760,5,0.01,35,0.10,0,0.00,-2840,-5.68
9712,Exit long,2006-04-10 04:15,Short,1739.5,1,34755,35,0.10,65,0.19,-5,-0.01,-2805,-5.61
9712,Entry long,2006-04-09 21:00,Long,1737.75,1,34755,35,0.10,65,0.19,-5,-0.01,-2805,-5.61
9713,Exit short,2006-04-10 08:45,Long,1739.5,1,34790,0,0.00,30,0.09,-15,-0.04,-2805,-5.61
9713,Entry short,2006-04-10 04:15,Short,1739.5,1,34790,0,0.00,30,0.09,-15,-0.04,-2805,-5.61
9714,Exit long,2006-04-10 09:30,Long X,1736.5,1,34790,-60,-0.17,20,0.06,-60,-0.17,-2865,-5.73
9714,Entry long,2006-04-10 08:45,Long,1739.5,1,34790,-60,-0.17,20,0.06,-60,-0.17,-2865,-5.73
9715,Exit short,2006-04-10 11:45,Long,1738.5,1,34705,-65,-0.19,25,0.07,-155,-0.45,-2930,-5.86
9715,Entry short,2006-04-10 09:45,Short,1735.25,1,34705,-65,-0.19,25,0.07,-155,-0.45,-2930,-5.86
9716,Exit long,2006-04-10 13:15,Short,1735.75,1,34770,-55,-0.16,45,0.13,-100,-0.29,-2985,-5.97
9716,Entry long,2006-04-10 11:45,Long,1738.5,1,34770,-55,-0.16,45,0.13,-100,-0.29,-2985,-5.97
9717,Exit short,2006-04-10 15:45,Long,1733,1,34715,55,0.16,185,0.53,0,0.00,-2930,-5.86
9717,Entry short,2006-04-10 13:15,Short,1735.75,1,34715,55,0.16,185,0.53,0,0.00,-2930,-5.86
9718,Exit long,2006-04-10 20:00,Short,1736.5,1,34660,70,0.20,75,0.22,0,0.00,-2860,-5.72
9718,Entry long,2006-04-10 15:45,Long,1733,1,34660,70,0.20,75,0.22,0,0.00,-2860,-5.72
9719,Exit short,2006-04-11 00:30,Long,1734.5,1,34730,40,0.12,65,0.19,0,0.00,-2820,-5.64
9719,Entry short,2006-04-10 20:00,Short,1736.5,1,34730,40,0.12,65,0.19,0,0.00,-2820,-5.64
9720,Exit long,2006-04-11 03:30,Short,1733,1,34690,-30,-0.09,30,0.09,-35,-0.10,-2850,-5.70
9720,Entry long,2006-04-11 00:30,Long,1734.5,1,34690,-30,-0.09,30,0.09,-35,-0.10,-2850,-5.70
9721,Exit short,2006-04-11 06:45,Long,1731.25,1,34660,35,0.10,60,0.17,-5,-0.01,-2815,-5.63
9721,Entry short,2006-04-11 03:30,Short,1733,1,34660,35,0.10,60,0.17,-5,-0.01,-2815,-5.63
9722,Exit long,2006-04-11 10:15,Long X,1722.75,1,34625,-170,-0.49,165,0.48,-170,-0.49,-2985,-5.97
9722,Entry long,2006-04-11 06:45,Long,1731.25,1,34625,-170,-0.49,165,0.48,-170,-0.49,-2985,-5.97
9723,Exit short,2006-04-11 13:15,Long,1719.25,1,34455,70,0.20,185,0.54,-5,-0.01,-2915,-5.83
9723,Entry short,2006-04-11 10:15,Short,1722.75,1,34455,70,0.20,185,0.54,-5,-0.01,-2915,-5.83
9724,Exit long,2006-04-11 15:30,Short,1712.25,1,34385,-140,-0.41,30,0.09,-195,-0.57,-3055,-6.11
9724,Entry long,2006-04-11 13:15,Long,1719.25,1,34385,-140,-0.41,30,0.09,-195,-0.57,-3055,-6.11
9725,Exit short,2006-04-11 16:00,Long,1720.5,1,34245,-165,-0.48,0,0.00,-170,-0.50,-3220,-6.44
9725,Entry short,2006-04-11 15:30,Short,1712.25,1,34245,-165,-0.48,0,0.00,-170,-0.50,-3220,-6.44
9726,Exit long,2006-04-11 19:30,Short,1720.5,1,34410,0,0.00,5,0.01,-20,-0.06,-3220,-6.44
9726,Entry long,2006-04-11 16:00,Long,1720.5,1,34410,0,0.00,5,0.01,-20,-0.06,-3220,-6.44
9727,Exit short,2006-04-11 22:15,Long,1721.75,1,34410,-25,-0.07,20,0.06,-25,-0.07,-3245,-6.49
9727,Entry short,2006-04-11 19:30,Short,1720.5,1,34410,-25,-0.07,20,0.06,-25,-0.07,-3245,-6.49
9728,Exit long,2006-04-11 23:00,Short,1721,1,34435,-15,-0.04,0,0.00,-15,-0.04,-3260,-6.52
9728,Entry long,2006-04-11 22:15,Long,1721.75,1,34435,-15,-0.04,0,0.00,-15,-0.04,-3260,-6.52
9729,Exit short,2006-04-12 02:00,Long,1720.75,1,34420,5,0.01,25,0.07,-5,-0.01,-3255,-6.51
9729,Entry short,2006-04-11 23:00,Short,1721,1,34420,5,0.01,25,0.07,-5,-0.01,-3255,-6.51
9730,Exit long,2006-04-12 02:30,Short,1720,1,34415,-15,-0.04,5,0.01,-20,-0.06,-3270,-6.54
9730,Entry long,2006-04-12 02:00,Long,1720.75,1,34415,-15,-0.04,5,0.01,-20,-0.06,-3270,-6.54
9731,Exit short,2006-04-12 06:30,Long,1718,1,34400,40,0.12,80,0.23,-15,-0.04,-3230,-6.46
9731,Entry short,2006-04-12 02:30,Short,1720,1,34400,40,0.12,80,0.23,-15,-0.04,-3230,-6.46
9732,Exit long,2006-04-12 09:30,Short,1719.5,1,34360,30,0.09,90,0.26,0,0.00,-3200,-6.40
9732,Entry long,2006-04-12 06:30,Long,1718,1,34360,30,0.09,90,0.26,0,0.00,-3200,-6.40
9733,Exit short,2006-04-12 10:15,Long,1721.5,1,34390,-40,-0.12,20,0.06,-95,-0.28,-3240,-6.48
9733,Entry short,2006-04-12 09:30,Short,1719.5,1,34390,-40,-0.12,20,0.06,-95,-0.28,-3240,-6.48
9734,Exit long,2006-04-12 10:45,Short,1719.5,1,34430,-40,-0.12,0,0.00,-120,-0.35,-3280,-6.56
9734,Entry long,2006-04-12 10:15,Long,1721.5,1,34430,-40,-0.12,0,0.00,-120,-0.35,-3280,-6.56
9735,Exit short,2006-04-12 15:45,Long,1718.5,1,34390,20,0.06,120,0.35,-60,-0.17,-3260,-6.52
9735,Entry short,2006-04-12 10:45,Short,1719.5,1,34390,20,0.06,120,0.35,-60,-0.17,-3260,-6.52
9736,Exit long,2006-04-12 20:15,Short,1718.75,1,34370,5,0.01,40,0.12,-50,-0.15,-3255,-6.51
9736,Entry long,2006-04-12 15:45,Long,1718.5,1,34370,5,0.01,40,0.12,-50,-0.15,-3255,-6.51
9737,Exit short,2006-04-13 01:00,Long,1719.5,1,34375,-15,-0.04,10,0.03,-15,-0.04,-3270,-6.54
9737,Entry short,2006-04-12 20:15,Short,1718.75,1,34375,-15,-0.04,10,0.03,-15,-0.04,-3270,-6.54
9738,Exit long,2006-04-13 06:00,Short,1719.5,1,34390,0,0.00,45,0.13,-10,-0.03,-3270,-6.54
9738,Entry long,2006-04-13 01:00,Long,1719.5,1,34390,0,0.00,45,0.13,-10,-0.03,-3270,-6.54
9739,Exit short,2006-04-13 10:45,Short X,1729.25,1,34390,-195,-0.57,130,0.38,-195,-0.57,-3465,-6.93
9739,Entry short,2006-04-13 06:00,Short,1719.5,1,34390,-195,-0.57,130,0.38,-195,-0.57,-3465,-6.93
9740,Exit long,2006-04-13 13:00,Short,1727,1,34635,-95,-0.27,60,0.17,-120,-0.35,-3560,-7.12
9740,Entry long,2006-04-13 10:45,Long,1731.75,1,34635,-95,-0.27,60,0.17,-120,-0.35,-3560,-7.12
9741,Exit short,2006-04-16 18:45,Long,1724.75,1,34540,45,0.13,90,0.26,-95,-0.28,-3515,-7.03
9741,Entry short,2006-04-13 13:00,Short,1727,1,34540,45,0.13,90,0.26,-95,-0.28,-3515,-7.03
9742,Exit long,2006-04-17 02:00,Short,1726,1,34495,25,0.07,45,0.13,-15,-0.04,-3490,-6.98
9742,Entry long,2006-04-16 18:45,Long,1724.75,1,34495,25,0.07,45,0.13,-15,-0.04,-3490,-6.98
9743,Exit short,2006-04-17 06:15,Long,1723.5,1,34520,50,0.14,80,0.23,0,0.00,-3440,-6.88
9743,Entry short,2006-04-17 02:00,Short,1726,1,34520,50,0.14,80,0.23,0,0.00,-3440,-6.88
9744,Exit long,2006-04-17 07:45,Short,1722.75,1,34470,-15,-0.04,15,0.04,-40,-0.12,-3455,-6.91
9744,Entry long,2006-04-17 06:15,Long,1723.5,1,34470,-15,-0.04,15,0.04,-40,-0.12,-3455,-6.91
9745,Exit short,2006-04-17 08:15,Long,1724.5,1,34455,-35,-0.10,5,0.01,-50,-0.15,-3490,-6.98
9745,Entry short,2006-04-17 07:45,Short,1722.75,1,34455,-35,-0.10,5,0.01,-50,-0.15,-3490,-6.98
9746,Exit long,2006-04-17 11:15,Short,1723.25,1,34490,-25,-0.07,105,0.30,-65,-0.19,-3515,-7.03
9746,Entry long,2006-04-17 08:15,Long,1724.5,1,34490,-25,-0.07,105,0.30,-65,-0.19,-3515,-7.03
9747,Exit short,2006-04-17 15:45,Long,1707.25,1,34465,320,0.93,540,1.57,-40,-0.12,-3195,-6.39
9747,Entry short,2006-04-17 11:15,Short,1723.25,1,34465,320,0.93,540,1.57,-40,-0.12,-3195,-6.39
9748,Exit long,2006-04-17 20:00,Short,1710.75,1,34145,70,0.21,145,0.42,-15,-0.04,-3125,-6.25
9748,Entry long,2006-04-17 15:45,Long,1707.25,1,34145,70,0.21,145,0.42,-15,-0.04,-3125,-6.25
9749,Exit short,2006-04-17 22:00,Long,1711.75,1,34215,-20,-0.06,0,0.00,-20,-0.06,-3145,-6.29
