Trade number,Type,Date and time,Signal,Price USD,Size (qty),Size (value),Net PnL USD,Net PnL %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative PnL USD,Cumulative PnL %
1010,Exit short,2001-07-26 00:45,Long,1642,1,32710,-130,-0.40,10,0.03,-140,-0.43,22325,44.65
1010,Entry short,2001-07-25 21:30,Short,1635.5,1,32710,-130,-0.40,10,0.03,-140,-0.43,22325,44.65
1011,Exit long,2001-07-26 01:15,Short,1638,1,32840,-80,-0.24,0,0.00,-80,-0.24,22245,44.49
1011,Entry long,2001-07-26 00:45,Long,1642,1,32840,-80,-0.24,0,0.00,-80,-0.24,22245,44.49
1012,Exit short,2001-07-26 03:15,Long,1639,1,32760,-20,-0.06,100,0.31,-70,-0.21,22225,44.45
1012,Entry short,2001-07-26 01:15,Short,1638,1,32760,-20,-0.06,100,0.31,-70,-0.21,22225,44.45
1013,Exit long,2001-07-26 04:00,Short,1638,1,32780,-20,-0.06,20,0.06,-80,-0.24,22205,44.41
1013,Entry long,2001-07-26 03:15,Long,1639,1,32780,-20,-0.06,20,0.06,-80,-0.24,22205,44.41
1014,Exit short,2001-07-26 06:30,Long,1642,1,32760,-80,-0.24,80,0.24,-150,-0.46,22125,44.25
1014,Entry short,2001-07-26 04:00,Short,1638,1,32760,-80,-0.24,80,0.24,-150,-0.46,22125,44.25
1015,Exit long,2001-07-26 08:45,Short,1637.5,1,32840,-90,-0.27,210,0.64,-260,-0.79,22035,44.07
1015,Entry long,2001-07-26 06:30,Long,1642,1,32840,-90,-0.27,210,0.64,-260,-0.79,22035,44.07
1016,Exit short,2001-07-26 09:45,Long,1642.5,1,32750,-100,-0.31,180,0.55,-240,-0.73,21935,43.87
1016,Entry short,2001-07-26 08:45,Short,1637.5,1,32750,-100,-0.31,180,0.55,-240,-0.73,21935,43.87
1017,Exit long,2001-07-26 11:15,Short,1621,1,32850,-430,-1.31,290,0.88,-510,-1.55,21505,43.01
1017,Entry long,2001-07-26 09:45,Long,1642.5,1,32850,-430,-1.31,290,0.88,-510,-1.55,21505,43.01
1018,Exit short,2001-07-26 13:00,Long,1630,1,32420,-180,-0.56,180,0.56,-230,-0.71,21325,42.65
1018,Entry short,2001-07-26 11:15,Short,1621,1,32420,-180,-0.56,180,0.56,-230,-0.71,21325,42.65
1019,Exit long,2001-07-26 19:00,Short,1677,1,32600,940,2.88,1220,3.74,0,0.00,22265,44.53
1019,Entry long,2001-07-26 13:00,Long,1630,1,32600,940,2.88,1220,3.74,0,0.00,22265,44.53
1020,Exit short,2001-07-27 03:00,Long,1673,1,33540,80,0.24,260,0.78,-60,-0.18,22345,44.69
1020,Entry short,2001-07-26 19:00,Short,1677,1,33540,80,0.24,260,0.78,-60,-0.18,22345,44.69
1021,Exit long,2001-07-27 05:30,Short,1671.5,1,33460,-30,-0.09,110,0.33,-110,-0.33,22315,44.63
1021,Entry long,2001-07-27 03:00,Long,1673,1,33460,-30,-0.09,110,0.33,-110,-0.33,22315,44.63
1022,Exit short,2001-07-27 06:00,Long,1677.5,1,33430,-120,-0.36,0,0.00,-170,-0.51,22195,44.39
1022,Entry short,2001-07-27 05:30,Short,1671.5,1,33430,-120,-0.36,0,0.00,-170,-0.51,22195,44.39
1023,Exit long,2001-07-27 08:30,Short,1674,1,33550,-70,-0.21,230,0.69,-170,-0.51,22125,44.25
1023,Entry long,2001-07-27 06:00,Long,1677.5,1,33550,-70,-0.21,230,0.69,-170,-0.51,22125,44.25
1024,Exit short,2001-07-27 09:15,Long,1682,1,33480,-160,-0.48,80,0.24,-160,-0.48,21965,43.93
1024,Entry short,2001-07-27 08:30,Short,1674,1,33480,-160,-0.48,80,0.24,-160,-0.48,21965,43.93
1025,Exit long,2001-07-27 14:30,Short,1689.5,1,33640,150,0.45,490,1.46,-250,-0.74,22115,44.23
1025,Entry long,2001-07-27 09:15,Long,1682,1,33640,150,0.45,490,1.46,-250,-0.74,22115,44.23
1026,Exit short,2001-07-27 15:00,Long,1694,1,33790,-90,-0.27,20,0.06,-180,-0.53,22025,44.05
1026,Entry short,2001-07-27 14:30,Short,1689.5,1,33790,-90,-0.27,20,0.06,-180,-0.53,22025,44.05
1027,Exit long,2001-07-29 19:00,Short,1693.5,1,33880,-10,-0.03,190,0.56,-180,-0.53,22015,44.03
1027,Entry long,2001-07-27 15:00,Long,1694,1,33880,-10,-0.03,190,0.56,-180,-0.53,22015,44.03
1028,Exit short,2001-07-30 01:00,Long,1683,1,33870,210,0.62,250,0.74,-40,-0.12,22225,44.45
1028,Entry short,2001-07-29 19:00,Short,1693.5,1,33870,210,0.62,250,0.74,-40,-0.12,22225,44.45
1029,Exit long,2001-07-30 02:45,Short,1681.5,1,33660,-30,-0.09,40,0.12,-80,-0.24,22195,44.39
1029,Entry long,2001-07-30 01:00,Long,1683,1,33660,-30,-0.09,40,0.12,-80,-0.24,22195,44.39
1030,Exit short,2001-07-30 03:45,Long,1688.5,1,33630,-140,-0.42,20,0.06,-150,-0.45,22055,44.11
1030,Entry short,2001-07-30 02:45,Short,1681.5,1,33630,-140,-0.42,20,0.06,-150,-0.45,22055,44.11
1031,Exit long,2001-07-30 08:45,Short,1704,1,33770,310,0.92,470,1.39,-60,-0.18,22365,44.73
1031,Entry long,2001-07-30 03:45,Long,1688.5,1,33770,310,0.92,470,1.39,-60,-0.18,22365,44.73
1032,Exit short,2001-07-30 11:45,Long,1699,1,34080,100,0.29,570,1.67,-40,-0.12,22465,44.93
1032,Entry short,2001-07-30 08:45,Short,1704,1,34080,100,0.29,570,1.67,-40,-0.12,22465,44.93
1033,Exit long,2001-07-30 14:30,Short,1680,1,33980,-380,-1.12,170,0.50,-530,-1.56,22085,44.17
1033,Entry long,2001-07-30 11:45,Long,1699,1,33980,-380,-1.12,170,0.50,-530,-1.56,22085,44.17
1034,Exit short,2001-07-30 15:45,Long,1682,1,33600,-40,-0.12,170,0.51,-80,-0.24,22045,44.09
1034,Entry short,2001-07-30 14:30,Short,1680,1,33600,-40,-0.12,170,0.51,-80,-0.24,22045,44.09
1035,Exit long,2001-07-30 20:15,Short,1681,1,33640,-20,-0.06,70,0.21,-40,-0.12,22025,44.05
1035,Entry long,2001-07-30 15:45,Long,1682,1,33640,-20,-0.06,70,0.21,-40,-0.12,22025,44.05
1036,Exit short,2001-07-31 03:15,Short X,1687.5,1,33620,-130,-0.39,10,0.03,-130,-0.39,21895,43.79
1036,Entry short,2001-07-30 20:15,Short,1681,1,33620,-130,-0.39,10,0.03,-130,-0.39,21895,43.79
1037,Exit long,2001-07-31 04:00,Short,1685.5,1,33760,-50,-0.15,0,0.00,-50,-0.15,21845,43.69
1037,Entry long,2001-07-31 03:30,Long,1688,1,33760,-50,-0.15,0,0.00,-50,-0.15,21845,43.69
1038,Exit short,2001-07-31 05:00,Long,1690,1,33710,-90,-0.27,0,0.00,-110,-0.33,21755,43.51
1038,Entry short,2001-07-31 04:00,Short,1685.5,1,33710,-90,-0.27,0,0.00,-110,-0.33,21755,43.51
1039,Exit long,2001-07-31 06:00,Short,1689,1,33800,-20,-0.06,20,0.06,-60,-0.18,21735,43.47
1039,Entry long,2001-07-31 05:00,Long,1690,1,33800,-20,-0.06,20,0.06,-60,-0.18,21735,43.47
1040,Exit short,2001-07-31 06:45,Long,1692.5,1,33780,-70,-0.21,20,0.06,-140,-0.41,21665,43.33
1040,Entry short,2001-07-31 06:00,Short,1689,1,33780,-70,-0.21,20,0.06,-140,-0.41,21665,43.33
1041,Exit long,2001-07-31 09:15,Short,1688,1,33850,-90,-0.27,110,0.32,-90,-0.27,21575,43.15
1041,Entry long,2001-07-31 06:45,Long,1692.5,1,33850,-90,-0.27,110,0.32,-90,-0.27,21575,43.15
1042,Exit short,2001-07-31 10:00,Long,1690,1,33760,-40,-0.12,260,0.77,-150,-0.44,21535,43.07
1042,Entry short,2001-07-31 09:15,Short,1688,1,33760,-40,-0.12,260,0.77,-150,-0.44,21535,43.07
1043,Exit long,2001-07-31 14:45,Short,1710.5,1,33800,410,1.21,740,2.19,-10,-0.03,21945,43.89
1043,Entry long,2001-07-31 10:00,Long,1690,1,33800,410,1.21,740,2.19,-10,-0.03,21945,43.89
1044,Exit short,2001-07-31 20:15,Long,1688,1,34210,450,1.32,600,1.75,-90,-0.26,22395,44.79
1044,Entry short,2001-07-31 14:45,Short,1710.5,1,34210,450,1.32,600,1.75,-90,-0.26,22395,44.79
1045,Exit long,2001-08-01 02:30,Short,1708.5,1,33760,410,1.21,440,1.30,-70,-0.21,22805,45.61
1045,Entry long,2001-07-31 20:15,Long,1688,1,33760,410,1.21,440,1.30,-70,-0.21,22805,45.61
1046,Exit short,2001-08-01 04:00,Long,1712,1,34170,-70,-0.20,50,0.15,-110,-0.32,22735,45.47
1046,Entry short,2001-08-01 02:30,Short,1708.5,1,34170,-70,-0.20,50,0.15,-110,-0.32,22735,45.47
1047,Exit long,2001-08-01 04:45,Short,1710,1,34240,-40,-0.12,30,0.09,-60,-0.18,22695,45.39
1047,Entry long,2001-08-01 04:00,Long,1712,1,34240,-40,-0.12,30,0.09,-60,-0.18,22695,45.39
1048,Exit short,2001-08-01 06:30,Long,1715,1,34200,-100,-0.29,30,0.09,-130,-0.38,22595,45.19
1048,Entry short,2001-08-01 04:45,Short,1710,1,34200,-100,-0.29,30,0.09,-130,-0.38,22595,45.19
1049,Exit long,2001-08-01 13:45,Short,1739.5,1,34300,490,1.43,790,2.30,-50,-0.15,23085,46.17
1049,Entry long,2001-08-01 06:30,Long,1715,1,34300,490,1.43,790,2.30,-50,-0.15,23085,46.17
1050,Exit short,2001-08-01 16:00,Long,1738.5,1,34790,20,0.06,340,0.98,-40,-0.11,23105,46.21
1050,Entry short,2001-08-01 13:45,Short,1739.5,1,34790,20,0.06,340,0.98,-40,-0.11,23105,46.21
1051,Exit long,2001-08-01 19:30,Short,1741,1,34770,50,0.14,120,0.35,0,0.00,23155,46.31
1051,Entry long,2001-08-01 16:00,Long,1738.5,1,34770,50,0.14,120,0.35,0,0.00,23155,46.31
1052,Exit short,2001-08-02 04:00,Short X,1751.5,1,34820,-210,-0.60,0,0.00,-210,-0.60,22945,45.89
1052,Entry short,2001-08-01 19:30,Short,1741,1,34820,-210,-0.60,0,0.00,-210,-0.60,22945,45.89
1053,Exit long,2001-08-02 10:30,Short,1757.5,1,35060,90,0.26,450,1.28,-140,-0.40,23035,46.07
1053,Entry long,2001-08-02 04:30,Long,1753,1,35060,90,0.26,450,1.28,-140,-0.40,23035,46.07
1054,Exit short,2001-08-02 12:30,Long,1756,1,35150,30,0.09,370,1.05,-30,-0.09,23065,46.13
1054,Entry short,2001-08-02 10:30,Short,1757.5,1,35150,30,0.09,370,1.05,-30,-0.09,23065,46.13
1055,Exit long,2001-08-02 13:00,Short,1746.5,1,35120,-190,-0.54,20,0.06,-210,-0.60,22875,45.75
1055,Entry long,2001-08-02 12:30,Long,1756,1,35120,-190,-0.54,20,0.06,-210,-0.60,22875,45.75
1056,Exit short,2001-08-02 16:00,Long,1774,1,34930,-550,-1.57,380,1.09,-570,-1.63,22325,44.65
1056,Entry short,2001-08-02 13:00,Short,1746.5,1,34930,-550,-1.57,380,1.09,-570,-1.63,22325,44.65
1057,Exit long,2001-08-02 19:30,Short,1776.5,1,35480,50,0.14,110,0.31,-80,-0.23,22375,44.75
1057,Entry long,2001-08-02 16:00,Long,1774,1,35480,50,0.14,110,0.31,-80,-0.23,22375,44.75
1058,Exit short,2001-08-03 02:45,Long,1772,1,35530,90,0.25,130,0.37,-20,-0.06,22465,44.93
1058,Entry short,2001-08-02 19:30,Short,1776.5,1,35530,90,0.25,130,0.37,-20,-0.06,22465,44.93
1059,Exit long,2001-08-03 03:45,Long X,1760.5,1,35440,-230,-0.65,0,0.00,-230,-0.65,22235,44.47
1059,Entry long,2001-08-03 02:45,Long,1772,1,35440,-230,-0.65,0,0.00,-230,-0.65,22235,44.47
1060,Exit short,2001-08-03 05:45,Long,1759.5,1,35130,-60,-0.17,80,0.23,-140,-0.40,22175,44.35
1060,Entry short,2001-08-03 03:45,Short,1756.5,1,35130,-60,-0.17,80,0.23,-140,-0.40,22175,44.35
1061,Exit long,2001-08-03 08:00,Short,1759,1,35190,-10,-0.03,80,0.23,-130,-0.37,22165,44.33
1061,Entry long,2001-08-03 05:45,Long,1759.5,1,35190,-10,-0.03,80,0.23,-130,-0.37,22165,44.33
1062,Exit short,2001-08-03 09:00,Long,1761,1,35180,-40,-0.11,100,0.28,-170,-0.48,22125,44.25
1062,Entry short,2001-08-03 08:00,Short,1759,1,35180,-40,-0.11,100,0.28,-170,-0.48,22125,44.25
1063,Exit long,2001-08-03 09:30,Long X,1741.75,1,35220,-385,-1.09,30,0.09,-385,-1.09,21740,43.48
1063,Entry long,2001-08-03 09:00,Long,1761,1,35220,-385,-1.09,30,0.09,-385,-1.09,21740,43.48
1064,Exit short,2001-08-03 15:00,Long,1733,1,34770,110,0.32,790,2.27,-210,-0.60,21850,43.70
1064,Entry short,2001-08-03 09:30,Short,1738.5,1,34770,110,0.32,790,2.27,-210,-0.60,21850,43.70
1065,Exit long,2001-08-05 19:30,Short,1738.5,1,34660,110,0.32,220,0.63,0,0.00,21960,43.92
1065,Entry long,2001-08-03 15:00,Long,1733,1,34660,110,0.32,220,0.63,0,0.00,21960,43.92
1066,Exit short,2001-08-05 22:30,Long,1741,1,34770,-50,-0.14,30,0.09,-60,-0.17,21910,43.82
1066,Entry short,2001-08-05 19:30,Short,1738.5,1,34770,-50,-0.14,30,0.09,-60,-0.17,21910,43.82
1067,Exit long,2001-08-06 03:15,Short,1736.5,1,34820,-90,-0.26,60,0.17,-100,-0.29,21820,43.64
1067,Entry long,2001-08-05 22:30,Long,1741,1,34820,-90,-0.26,60,0.17,-100,-0.29,21820,43.64
1068,Exit short,2001-08-06 04:45,Long,1739,1,34730,-50,-0.14,50,0.14,-90,-0.26,21770,43.54
1068,Entry short,2001-08-06 03:15,Short,1736.5,1,34730,-50,-0.14,50,0.14,-90,-0.26,21770,43.54
1069,Exit long,2001-08-06 07:15,Long X,1729.5,1,34780,-190,-0.55,60,0.17,-190,-0.55,21580,43.16
1069,Entry long,2001-08-06 04:45,Long,1739,1,34780,-190,-0.55,60,0.17,-190,-0.55,21580,43.16
1070,Exit short,2001-08-06 11:45,Long,1719.5,1,34550,160,0.46,370,1.07,-20,-0.06,21740,43.48
1070,Entry short,2001-08-06 07:15,Short,1727.5,1,34550,160,0.46,370,1.07,-20,-0.06,21740,43.48
1071,Exit long,2001-08-06 12:30,Short,1713,1,34390,-130,-0.38,70,0.20,-200,-0.58,21610,43.22
1071,Entry long,2001-08-06 11:45,Long,1719.5,1,34390,-130,-0.38,70,0.20,-200,-0.58,21610,43.22
1072,Exit short,2001-08-06 13:15,Long,1715,1,34260,-40,-0.12,50,0.15,-60,-0.18,21570,43.14
1072,Entry short,2001-08-06 12:30,Short,1713,1,34260,-40,-0.12,50,0.15,-60,-0.18,21570,43.14
1073,Exit long,2001-08-06 14:15,Short,1713,1,34300,-40,-0.12,80,0.23,-110,-0.32,21530,43.06
1073,Entry long,2001-08-06 13:15,Long,1715,1,34300,-40,-0.12,80,0.23,-110,-0.32,21530,43.06
1074,Exit short,2001-08-06 16:15,Long,1714.5,1,34260,-30,-0.09,100,0.29,-70,-0.20,21500,43.00
1074,Entry short,2001-08-06 14:15,Short,1713,1,34260,-30,-0.09,100,0.29,-70,-0.20,21500,43.00
1075,Exit long,2001-08-06 20:15,Short,1714,1,34290,-10,-0.03,40,0.12,-60,-0.17,21490,42.98
1075,Entry long,2001-08-06 16:15,Long,1714.5,1,34290,-10,-0.03,40,0.12,-60,-0.17,21490,42.98
1076,Exit short,2001-08-06 22:15,Long,1713,1,34280,20,0.06,60,0.18,0,0.00,21510,43.02
1076,Entry short,2001-08-06 20:15,Short,1714,1,34280,20,0.06,60,0.18,0,0.00,21510,43.02
1077,Exit long,2001-08-07 03:15,Short,1714,1,34260,20,0.06,120,0.35,-20,-0.06,21530,43.06
1077,Entry long,2001-08-06 22:15,Long,1713,1,34260,20,0.06,120,0.35,-20,-0.06,21530,43.06
1078,Exit short,2001-08-07 09:15,Long,1704,1,34280,200,0.58,480,1.40,-60,-0.18,21730,43.46
1078,Entry short,2001-08-07 03:15,Short,1714,1,34280,200,0.58,480,1.40,-60,-0.18,21730,43.46
1079,Exit long,2001-08-07 12:30,Short,1707,1,34080,60,0.18,460,1.35,-240,-0.70,21790,43.58
1079,Entry long,2001-08-07 09:15,Long,1704,1,34080,60,0.18,460,1.35,-240,-0.70,21790,43.58
1080,Exit short,2001-08-07 16:00,Long,1705.5,1,34140,30,0.09,300,0.88,-60,-0.18,21820,43.64
1080,Entry short,2001-08-07 12:30,Short,1707,1,34140,30,0.09,300,0.88,-60,-0.18,21820,43.64
1081,Exit long,2001-08-07 18:30,Short,1700,1,34110,-110,-0.32,260,0.76,-140,-0.41,21710,43.42
1081,Entry long,2001-08-07 16:00,Long,1705.5,1,34110,-110,-0.32,260,0.76,-140,-0.41,21710,43.42
1082,Exit short,2001-08-08 00:30,Long,1691,1,34000,180,0.53,260,0.76,-30,-0.09,21890,43.78
1082,Entry short,2001-08-07 18:30,Short,1700,1,34000,180,0.53,260,0.76,-30,-0.09,21890,43.78
1083,Exit long,2001-08-08 03:30,Short,1695.5,1,33820,90,0.27,220,0.65,0,0.00,21980,43.96
1083,Entry long,2001-08-08 00:30,Long,1691,1,33820,90,0.27,220,0.65,0,0.00,21980,43.96
1084,Exit short,2001-08-08 08:15,Long,1693.5,1,33910,40,0.12,390,1.15,-30,-0.09,22020,44.04
1084,Entry short,2001-08-08 03:30,Short,1695.5,1,33910,40,0.12,390,1.15,-30,-0.09,22020,44.04
1085,Exit long,2001-08-08 09:00,Short,1686.5,1,33870,-140,-0.41,0,0.00,-200,-0.59,21880,43.76
1085,Entry long,2001-08-08 08:15,Long,1693.5,1,33870,-140,-0.41,0,0.00,-200,-0.59,21880,43.76
1086,Exit short,2001-08-08 09:45,Long,1699,1,33730,-250,-0.74,90,0.27,-270,-0.80,21630,43.26
1086,Entry short,2001-08-08 09:00,Short,1686.5,1,33730,-250,-0.74,90,0.27,-270,-0.80,21630,43.26
1087,Exit long,2001-08-08 12:15,Short,1701,1,33980,40,0.12,410,1.21,-150,-0.44,21670,43.34
1087,Entry long,2001-08-08 09:45,Long,1699,1,33980,40,0.12,410,1.21,-150,-0.44,21670,43.34
1088,Exit short,2001-08-08 18:45,Long,1630.5,1,34020,1410,4.14,1520,4.47,0,0.00,23080,46.16
1088,Entry short,2001-08-08 12:15,Short,1701,1,34020,1410,4.14,1520,4.47,0,0.00,23080,46.16
1089,Exit long,2001-08-09 01:45,Short,1626.5,1,32610,-80,-0.25,30,0.09,-130,-0.40,23000,46.00
1089,Entry long,2001-08-08 18:45,Long,1630.5,1,32610,-80,-0.25,30,0.09,-130,-0.40,23000,46.00
1090,Exit short,2001-08-09 03:30,Short X,1640.25,1,32530,-275,-0.85,20,0.06,-275,-0.85,22725,45.45
1090,Entry short,2001-08-09 01:45,Short,1626.5,1,32530,-275,-0.85,20,0.06,-275,-0.85,22725,45.45
1091,Exit long,2001-08-09 06:15,Short,1631,1,32770,-150,-0.46,90,0.27,-150,-0.46,22575,45.15
1091,Entry long,2001-08-09 03:30,Long,1638.5,1,32770,-150,-0.46,90,0.27,-150,-0.46,22575,45.15
1092,Exit short,2001-08-09 08:45,Long,1630,1,32620,20,0.06,190,0.58,-20,-0.06,22595,45.19
1092,Entry short,2001-08-09 06:15,Short,1631,1,32620,20,0.06,190,0.58,-20,-0.06,22595,45.19
1093,Exit long,2001-08-09 10:45,Short,1622,1,32600,-160,-0.49,360,1.10,-380,-1.17,22435,44.87
1093,Entry long,2001-08-09 08:45,Long,1630,1,32600,-160,-0.49,360,1.10,-380,-1.17,22435,44.87
1094,Exit short,2001-08-09 11:30,Long,1630.5,1,32440,-170,-0.52,110,0.34,-340,-1.05,22265,44.53
1094,Entry short,2001-08-09 10:45,Short,1622,1,32440,-170,-0.52,110,0.34,-340,-1.05,22265,44.53
1095,Exit long,2001-08-09 12:00,Short,1625.5,1,32610,-100,-0.31,60,0.18,-200,-0.61,22165,44.33
1095,Entry long,2001-08-09 11:30,Long,1630.5,1,32610,-100,-0.31,60,0.18,-200,-0.61,22165,44.33
1096,Exit short,2001-08-09 15:45,Long,1637,1,32510,-230,-0.71,250,0.77,-340,-1.05,21935,43.87
1096,Entry short,2001-08-09 12:00,Short,1625.5,1,32510,-230,-0.71,250,0.77,-340,-1.05,21935,43.87
1097,Exit long,2001-08-09 20:15,Short,1643,1,32740,120,0.37,200,0.61,-60,-0.18,22055,44.11
1097,Entry long,2001-08-09 15:45,Long,1637,1,32740,120,0.37,200,0.61,-60,-0.18,22055,44.11
1098,Exit short,2001-08-10 02:30,Long,1643,1,32860,0,0.00,40,0.12,-70,-0.21,22055,44.11
1098,Entry short,2001-08-09 20:15,Short,1643,1,32860,0,0.00,40,0.12,-70,-0.21,22055,44.11
1099,Exit long,2001-08-10 06:45,Short,1643,1,32860,0,0.00,190,0.58,-40,-0.12,22055,44.11
1099,Entry long,2001-08-10 02:30,Long,1643,1,32860,0,0.00,190,0.58,-40,-0.12,22055,44.11
1100,Exit short,2001-08-10 13:00,Long,1623.5,1,32860,390,1.19,1210,3.68,-40,-0.12,22445,44.89
1100,Entry short,2001-08-10 06:45,Short,1643,1,32860,390,1.19,1210,3.68,-40,-0.12,22445,44.89
1101,Exit long,2001-08-10 16:15,Short,1624,1,32470,10,0.03,310,0.95,-210,-0.65,22455,44.91
1101,Entry long,2001-08-10 13:00,Long,1623.5,1,32470,10,0.03,310,0.95,-210,-0.65,22455,44.91
1102,Exit short,2001-08-13 00:45,Long,1621,1,32480,60,0.18,110,0.34,-200,-0.62,22515,45.03
1102,Entry short,2001-08-10 16:15,Short,1624,1,32480,60,0.18,110,0.34,-200,-0.62,22515,45.03
1103,Exit long,2001-08-13 09:45,Short,1632,1,32420,220,0.68,560,1.73,-150,-0.46,22735,45.47
1103,Entry long,2001-08-13 00:45,Long,1621,1,32420,220,0.68,560,1.73,-150,-0.46,22735,45.47
1104,Exit short,2001-08-13 13:45,Long,1646,1,32640,-280,-0.86,220,0.67,-290,-0.89,22455,44.91
1104,Entry short,2001-08-13 09:45,Short,1632,1,32640,-280,-0.86,220,0.67,-290,-0.89,22455,44.91
1105,Exit long,2001-08-13 20:00,Short,1659,1,32920,260,0.79,400,1.22,-70,-0.21,22715,45.43
1105,Entry long,2001-08-13 13:45,Long,1646,1,32920,260,0.79,400,1.22,-70,-0.21,22715,45.43
1106,Exit short,2001-08-14 00:30,Long,1661,1,33180,-40,-0.12,50,0.15,-40,-0.12,22675,45.35
1106,Entry short,2001-08-13 20:00,Short,1659,1,33180,-40,-0.12,50,0.15,-40,-0.12,22675,45.35
1107,Exit long,2001-08-14 07:45,Short,1668,1,33220,140,0.42,310,0.93,-10,-0.03,22815,45.63
1107,Entry long,2001-08-14 00:30,Long,1661,1,33220,140,0.42,310,0.93,-10,-0.03,22815,45.63
1108,Exit short,2001-08-14 08:30,Long,1673.5,1,33360,-110,-0.33,20,0.06,-200,-0.60,22705,45.41
1108,Entry short,2001-08-14 07:45,Short,1668,1,33360,-110,-0.33,20,0.06,-200,-0.60,22705,45.41
1109,Exit long,2001-08-14 10:45,Long X,1649.5,1,33470,-480,-1.43,130,0.39,-480,-1.43,22225,44.45
1109,Entry long,2001-08-14 08:30,Long,1673.5,1,33470,-480,-1.43,130,0.39,-480,-1.43,22225,44.45
1110,Exit short,2001-08-14 12:15,Long,1659,1,33150,-30,-0.09,140,0.42,-80,-0.24,22195,44.39
1110,Entry short,2001-08-14 11:00,Short,1657.5,1,33150,-30,-0.09,140,0.42,-80,-0.24,22195,44.39
1111,Exit long,2001-08-14 13:45,Short,1650,1,33180,-180,-0.54,160,0.48,-350,-1.05,22015,44.03
1111,Entry long,2001-08-14 12:15,Long,1659,1,33180,-180,-0.54,160,0.48,-350,-1.05,22015,44.03
1112,Exit short,2001-08-14 18:30,Long,1646.5,1,33000,70,0.21,380,1.15,-160,-0.48,22085,44.17
1112,Entry short,2001-08-14 13:45,Short,1650,1,33000,70,0.21,380,1.15,-160,-0.48,22085,44.17
1113,Exit long,2001-08-14 21:15,Short,1641,1,32930,-110,-0.33,10,0.03,-110,-0.33,21975,43.95
1113,Entry long,2001-08-14 18:30,Long,1646.5,1,32930,-110,-0.33,10,0.03,-110,-0.33,21975,43.95
1114,Exit short,2001-08-15 00:30,Long,1642,1,32820,-20,-0.06,30,0.09,-20,-0.06,21955,43.91
1114,Entry short,2001-08-14 21:15,Short,1641,1,32820,-20,-0.06,30,0.09,-20,-0.06,21955,43.91
1115,Exit long,2001-08-15 02:45,Short,1640,1,32840,-40,-0.12,0,0.00,-50,-0.15,21915,43.83
1115,Entry long,2001-08-15 00:30,Long,1642,1,32840,-40,-0.12,0,0.00,-50,-0.15,21915,43.83
1116,Exit short,2001-08-15 03:45,Long,1644,1,32800,-80,-0.24,40,0.12,-80,-0.24,21835,43.67
1116,Entry short,2001-08-15 02:45,Short,1640,1,32800,-80,-0.24,40,0.12,-80,-0.24,21835,43.67
1117,Exit long,2001-08-15 08:30,Long X,1634.5,1,32880,-190,-0.58,90,0.27,-190,-0.58,21645,43.29
1117,Entry long,2001-08-15 03:45,Long,1644,1,32880,-190,-0.58,90,0.27,-190,-0.58,21645,43.29
1118,Exit short,2001-08-15 09:30,Short X,1647,1,32720,-220,-0.67,20,0.06,-220,-0.67,21425,42.85
1118,Entry short,2001-08-15 08:30,Short,1636,1,32720,-220,-0.67,20,0.06,-220,-0.67,21425,42.85
1119,Exit long,2001-08-15 14:00,Short,1591,1,32130,-310,-0.96,40,0.12,-310,-0.96,21115,42.23
1119,Entry long,2001-08-15 13:30,Long,1606.5,1,32130,-310,-0.96,40,0.12,-310,-0.96,21115,42.23
1120,Exit short,2001-08-15 19:00,Long,1578,1,31820,260,0.82,340,1.07,-240,-0.75,21375,42.75
1120,Entry short,2001-08-15 14:00,Short,1591,1,31820,260,0.82,340,1.07,-240,-0.75,21375,42.75
1121,Exit long,2001-08-15 22:15,Short,1573,1,31560,-100,-0.32,0,0.00,-110,-0.35,21275,42.55
1121,Entry long,2001-08-15 19:00,Long,1578,1,31560,-100,-0.32,0,0.00,-110,-0.35,21275,42.55
1122,Exit short,2001-08-16 02:45,Short X,1580.5,1,31460,-150,-0.48,0,0.00,-150,-0.48,21125,42.25
1122,Entry short,2001-08-15 22:15,Short,1573,1,31460,-150,-0.48,0,0.00,-150,-0.48,21125,42.25
1123,Exit long,2001-08-16 04:30,Short,1575,1,31590,-90,-0.28,10,0.03,-90,-0.28,21035,42.07
1123,Entry long,2001-08-16 03:00,Long,1579.5,1,31590,-90,-0.28,10,0.03,-90,-0.28,21035,42.07
1124,Exit short,2001-08-16 07:45,Long,1570,1,31500,100,0.32,370,1.17,0,0.00,21135,42.27
1124,Entry short,2001-08-16 04:30,Short,1575,1,31500,100,0.32,370,1.17,0,0.00,21135,42.27
1125,Exit long,2001-08-16 08:15,Short,1562.5,1,31400,-150,-0.48,0,0.00,-170,-0.54,20985,41.97
1125,Entry long,2001-08-16 07:45,Long,1570,1,31400,-150,-0.48,0,0.00,-170,-0.54,20985,41.97
1126,Exit short,2001-08-16 14:00,Long,1558.5,1,31250,80,0.26,610,1.95,-110,-0.35,21065,42.13
1126,Entry short,2001-08-16 08:15,Short,1562.5,1,31250,80,0.26,610,1.95,-110,-0.35,21065,42.13
1127,Exit long,2001-08-16 18:45,Short,1588.5,1,31170,600,1.92,730,2.34,-50,-0.16,21665,43.33
